"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo"
"CS","CZ-NACE_2025_U5",6105,"43330","Obkládání stěn a pokládání podlahových krytin","Obkládání stěn a pokládání podlahových krytin","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43340","Sklenářské, malířské a natěračské práce","Sklenářské, malířské a natěračské práce","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43350","Ostatní kompletační a dokončovací stavební práce","Ostatní kompletační a dokončovací stavební práce","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43410","Pokrývačské práce","Pokrývačské práce","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43420","Ostatní specializované stavební činnosti při výstavbě budov","Ostatní specializované stavební činnosti při výstavbě budov","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43500","Specializované stavební činnosti při výstavbě inženýrských d","Specializované stavební činnosti při výstavbě inženýrských děl","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43600","Zprostředkování v oblasti specializovaných stavebních činnos","Zprostředkování v oblasti specializovaných stavebních činností","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43910","Zednické práce","Zednické práce","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"43990","Ostatní specializované stavební činnosti j. n.","Ostatní specializované stavební činnosti j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46110","Zprostředkování v oblasti velkoobchodu za provizi se základn","Zprostředkování v oblasti velkoobchodu za provizi se základními zemědělskými produkty, živými zvířaty, textilními surovinami a polotovary","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46120","Zprostředkování v oblasti velkoobchodu za provizi s palivy,","Zprostředkování v oblasti velkoobchodu za provizi s palivy, rudami, kovy a technickými chemikáliemi","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46130","Zprostředkování v oblasti velkoobchodu za provizi se dřevem","Zprostředkování v oblasti velkoobchodu za provizi se dřevem a stavebními materiály","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46140","Zprostředkování v oblasti velkoobchodu za provizi se stroji,","Zprostředkování v oblasti velkoobchodu za provizi se stroji, průmyslovým zařízením, loděmi a letadly","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46150","Zprostředkování v oblasti velkoobchodu za provizi s nábytkem","Zprostředkování v oblasti velkoobchodu za provizi s nábytkem, železářským zbožím a potřebami převážně pro domácnost","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46160","Zprostředkování v oblasti velkoobchodu za provizi s textilem","Zprostředkování v oblasti velkoobchodu za provizi s textilem, oděvy, kožešinami, obuví a koženými výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46170","Zprostředkování v oblasti velkoobchodu za provizi s potravin","Zprostředkování v oblasti velkoobchodu za provizi s potravinami, nápoji a tabákovými výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46180","Zprostředkování v oblasti specializovaného velkoobchodu za p","Zprostředkování v oblasti specializovaného velkoobchodu za provizi s ostatním zbožím","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46190","Zprostředkování v oblasti nespecializovaného velkoobchodu za","Zprostředkování v oblasti nespecializovaného velkoobchodu za provizi","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46210","Velkoobchod s obilím, surovým tabákem, osivy a krmivy","Velkoobchod s obilím, surovým tabákem, osivy a krmivy","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46220","Velkoobchod s květinami a jinými rostlinami","Velkoobchod s květinami a jinými rostlinami","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46230","Velkoobchod s živými zvířaty","Velkoobchod s živými zvířaty","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46240","Velkoobchod se surovými kůžemi, kožešinami a usněmi","Velkoobchod se surovými kůžemi, kožešinami a usněmi","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46310","Velkoobchod s ovocem a zeleninou","Velkoobchod s ovocem a zeleninou","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46320","Velkoobchod s masem, masnými výrobky, rybami a rybími výrobk","Velkoobchod s masem, masnými výrobky, rybami a rybími výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46330","Velkoobchod s mléčnými výrobky, vejci, jedlými oleji a tuky","Velkoobchod s mléčnými výrobky, vejci, jedlými oleji a tuky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46340","Velkoobchod s nápoji","Velkoobchod s nápoji","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46350","Velkoobchod s tabákovými výrobky","Velkoobchod s tabákovými výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46360","Velkoobchod s cukrem, čokoládou a cukrovinkami","Velkoobchod s cukrem, čokoládou a cukrovinkami","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46370","Velkoobchod s kávou, čajem, kakaem a kořením","Velkoobchod s kávou, čajem, kakaem a kořením","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46380","Specializovaný velkoobchod s ostatními potravinami","Specializovaný velkoobchod s ostatními potravinami","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46390","Nespecializovaný velkoobchod s potravinami, nápoji a tabákov","Nespecializovaný velkoobchod s potravinami, nápoji a tabákovými výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46410","Velkoobchod s textilem","Velkoobchod s textilem","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46420","Velkoobchod s oděvy a obuví","Velkoobchod s oděvy a obuví","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46430","Velkoobchod s elektrospotřebiči a elektronikou převážně pro","Velkoobchod s elektrospotřebiči a elektronikou převážně pro domácnost","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46440","Velkoobchod s porcelánovými, keramickými a skleněnými výrobk","Velkoobchod s porcelánovými, keramickými a skleněnými výrobky a čisticími prostředky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46450","Velkoobchod s parfémy a kosmetickými přípravky","Velkoobchod s parfémy a kosmetickými přípravky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46460","Velkoobchod s farmaceutickými a zdravotnickými výrobky","Velkoobchod s farmaceutickými a zdravotnickými výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46470","Velkoobchod s nábytkem, koberci a osvětlovacími zařízeními p","Velkoobchod s nábytkem, koberci a osvětlovacími zařízeními pro domácnosti, kanceláře a obchody","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46480","Velkoobchod s hodinami, hodinkami a klenoty","Velkoobchod s hodinami, hodinkami a klenoty","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46490","Velkoobchod s ostatními výrobky převážně pro domácnost","Velkoobchod s ostatními výrobky převážně pro domácnost","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46500","Velkoobchod s počítačovými a komunikačními zařízeními","Velkoobchod s počítačovými a komunikačními zařízeními","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46610","Velkoobchod se zemědělskými stroji, strojním zařízením a pří","Velkoobchod se zemědělskými stroji, strojním zařízením a příslušenstvím","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46620","Velkoobchod s obráběcími stroji","Velkoobchod s obráběcími stroji","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46630","Velkoobchod s těžebními a stavebními stroji a zařízením","Velkoobchod s těžebními a stavebními stroji a zařízením","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46640","Velkoobchod s ostatními stroji a zařízením","Velkoobchod s ostatními stroji a zařízením","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46710","Velkoobchod s motorovými vozidly","Velkoobchod s motorovými vozidly","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46720","Velkoobchod s díly a příslušenstvím pro motorová vozidla","Velkoobchod s díly a příslušenstvím pro motorová vozidla","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46730","Velkoobchod s motocykly a jejich díly a příslušenstvím","Velkoobchod s motocykly a jejich díly a příslušenstvím","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46810","Velkoobchod s pevnými, kapalnými a plynnými palivy a příbuzn","Velkoobchod s pevnými, kapalnými a plynnými palivy a příbuznými výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46820","Velkoobchod s rudami, kovy a hutními výrobky","Velkoobchod s rudami, kovy a hutními výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46830","Velkoobchod se dřevem, stavebními materiály a sanitárním vyb","Velkoobchod se dřevem, stavebními materiály a sanitárním vybavením","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46840","Velkoobchod s železářským zbožím a instalatérskými a topenář","Velkoobchod s železářským zbožím a instalatérskými a topenářskými potřebami","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46850","Velkoobchod s chemickými výrobky","Velkoobchod s chemickými výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46860","Velkoobchod s ostatními meziprodukty","Velkoobchod s ostatními meziprodukty","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46870","Velkoobchod s odpadem a šrotem","Velkoobchod s odpadem a šrotem","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46890","Ostatní specializovaný velkoobchod j. n.","Ostatní specializovaný velkoobchod j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"46900","Nespecializovaný velkoobchod","Nespecializovaný velkoobchod","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47110","Nespecializovaný maloobchod s převahou potravin, nápojů a ta","Nespecializovaný maloobchod s převahou potravin, nápojů a tabákových výrobků","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47120","Ostatní nespecializovaný maloobchod","Ostatní nespecializovaný maloobchod","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47210","Maloobchod s ovocem a zeleninou","Maloobchod s ovocem a zeleninou","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47220","Maloobchod s masem a masnými výrobky","Maloobchod s masem a masnými výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47230","Maloobchod s rybami, korýši a měkkýši","Maloobchod s rybami, korýši a měkkýši","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47240","Maloobchod s pekařskými a cukrářskými výrobky a cukrovinkami","Maloobchod s pekařskými a cukrářskými výrobky a cukrovinkami","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47250","Maloobchod s nápoji","Maloobchod s nápoji","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47260","Maloobchod s tabákovými výrobky","Maloobchod s tabákovými výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47270","Specializovaný maloobchod s ostatními potravinami","Specializovaný maloobchod s ostatními potravinami","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47300","Maloobchod s pohonnými hmotami","Maloobchod s pohonnými hmotami","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47400","Maloobchod s počítačovým a komunikačním zařízením","Maloobchod s počítačovým a komunikačním zařízením","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47510","Maloobchod s textilem","Maloobchod s textilem","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47520","Maloobchod s železářským zbožím, stavebními materiály, barva","Maloobchod s železářským zbožím, stavebními materiály, barvami a sklem","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47530","Maloobchod s koberci, podlahovými krytinami a nástěnnými obk","Maloobchod s koberci, podlahovými krytinami a nástěnnými obklady","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47540","Maloobchod s elektrospotřebiči a elektronikou převážně pro d","Maloobchod s elektrospotřebiči a elektronikou převážně pro domácnost","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47550","Maloobchod s nábytkem, osvětlovacími zařízeními, nádobím a o","Maloobchod s nábytkem, osvětlovacími zařízeními, nádobím a ostatními výrobky převážně pro domácnost","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47610","Maloobchod s knihami","Maloobchod s knihami","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47621","Maloobchod s novinami a ostatními periodickými publikacemi","Maloobchod s novinami a ostatními periodickými publikacemi","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47622","Maloobchod s papírnickým zbožím","Maloobchod s papírnickým zbožím","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47630","Maloobchod se sportovním vybavením","Maloobchod se sportovním vybavením","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47640","Maloobchod s hrami a hračkami","Maloobchod s hrami a hračkami","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47690","Maloobchod s výrobky pro kulturní rozhled a rekreaci j. n.","Maloobchod s výrobky pro kulturní rozhled a rekreaci j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47710","Maloobchod s oděvy","Maloobchod s oděvy","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47720","Maloobchod s obuví a koženými výrobky","Maloobchod s obuví a koženými výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47730","Maloobchod s farmaceutickými výrobky","Maloobchod s farmaceutickými výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47740","Maloobchod se zdravotnickými a ortopedickými výrobky","Maloobchod se zdravotnickými a ortopedickými výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47750","Maloobchod s kosmetickými a toaletními výrobky","Maloobchod s kosmetickými a toaletními výrobky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47760","Maloobchod s květinami, rostlinami, hnojivy, zvířaty pro záj","Maloobchod s květinami, rostlinami, hnojivy, zvířaty pro zájmový chov a krmivy pro ně","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47770","Maloobchod s hodinami, hodinkami a klenoty","Maloobchod s hodinami, hodinkami a klenoty","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47780","Maloobchod s ostatním novým zbožím","Maloobchod s ostatním novým zbožím","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47791","Maloobchod s použitými knihami a starožitnostmi","Maloobchod s použitými knihami a starožitnostmi","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47799","Maloobchod s ostatním použitým zbožím","Maloobchod s ostatním použitým zbožím","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47810","Maloobchod s motorovými vozidly","Maloobchod s motorovými vozidly","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47820","Maloobchod s díly a příslušenstvím pro motorová vozidla","Maloobchod s díly a příslušenstvím pro motorová vozidla","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47830","Maloobchod s motocykly a díly a příslušenstvím pro motocykly","Maloobchod s motocykly a díly a příslušenstvím pro motocykly","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47910","Zprostředkování v oblasti nespecializovaného maloobchodu","Zprostředkování v oblasti nespecializovaného maloobchodu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"47920","Zprostředkování v oblasti specializovaného maloobchodu","Zprostředkování v oblasti specializovaného maloobchodu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"49110","Dálková železniční osobní doprava","Dálková železniční osobní doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"49120","Ostatní kolejová osobní doprava","Ostatní kolejová osobní doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"49200","Kolejová nákladní doprava","Kolejová nákladní doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"49310","Pravidelná silniční osobní doprava","Pravidelná silniční osobní doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"49320","Nepravidelná silniční osobní doprava","Nepravidelná silniční osobní doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"49330","Osobní doprava vozidlem s řidičem na vyžádání","Osobní doprava vozidlem s řidičem na vyžádání","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"49340","Osobní doprava visutými lanovkami a lyžařskými vleky","Osobní doprava visutými lanovkami a lyžařskými vleky","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"49390","Ostatní pozemní osobní doprava j. n.","Ostatní pozemní osobní doprava j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"49410","Silniční nákladní doprava","Silniční nákladní doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"49420","Stěhovací služby","Stěhovací služby","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"49500","Potrubní doprava","Potrubní doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"50100","Námořní a pobřežní osobní doprava","Námořní a pobřežní osobní doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"50200","Námořní a pobřežní nákladní doprava","Námořní a pobřežní nákladní doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"50300","Vnitrozemská vodní osobní doprava","Vnitrozemská vodní osobní doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"50400","Vnitrozemská vodní nákladní doprava","Vnitrozemská vodní nákladní doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"51100","Letecká osobní doprava","Letecká osobní doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"51210","Letecká nákladní doprava","Letecká nákladní doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"51220","Kosmická doprava","Kosmická doprava","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"52100","Skladování","Skladování","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"52210","Činnosti související s pozemní dopravou","Činnosti související s pozemní dopravou","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"52220","Činnosti související s vodní dopravou","Činnosti související s vodní dopravou","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"52230","Činnosti související s leteckou dopravou","Činnosti související s leteckou dopravou","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"52240","Manipulace s nákladem","Manipulace s nákladem","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"52250","Logistické činnosti","Logistické činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"52260","Ostatní podpůrné činnosti pro dopravu","Ostatní podpůrné činnosti pro dopravu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"52310","Zprostředkování v oblasti nákladní dopravy","Zprostředkování v oblasti nákladní dopravy","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"52320","Zprostředkování v oblasti osobní dopravy","Zprostředkování v oblasti osobní dopravy","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"53100","Základní poštovní služby poskytované na základě poštovní lic","Základní poštovní služby poskytované na základě poštovní licence","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"53200","Ostatní poštovní a kurýrní činnosti","Ostatní poštovní a kurýrní činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"53300","Zprostředkování v oblasti poštovních a kurýrních činností","Zprostředkování v oblasti poštovních a kurýrních činností","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"55100","Ubytování v hotelích a podobných ubytovacích zařízeních","Ubytování v hotelích a podobných ubytovacích zařízeních","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"55200","Rekreační a ostatní krátkodobé ubytování","Rekreační a ostatní krátkodobé ubytování","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"55300","Kempy a parkoviště pro rekreační vozidla","Kempy a parkoviště pro rekreační vozidla","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"55400","Zprostředkování v oblasti ubytování","Zprostředkování v oblasti ubytování","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"55900","Ostatní ubytování","Ostatní ubytování","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"56110","Poskytování stravování v restauracích","Poskytování stravování v restauracích","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"56120","Poskytování stravování u stánků a mobilních zařízení","Poskytování stravování u stánků a mobilních zařízení","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"56210","Cateringové činnosti","Cateringové činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"56220","Poskytování smluvních a ostatních stravovacích služeb","Poskytování smluvních a ostatních stravovacích služeb","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"56300","Podávání nápojů","Podávání nápojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"56400","Zprostředkování v oblasti stravování a podávání nápojů","Zprostředkování v oblasti stravování a podávání nápojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"58110","Vydávání knih","Vydávání knih","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"58121","Vydávání tištěných novin","Vydávání tištěných novin","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"58122","Vydávání novin v jiných formách než tištěných","Vydávání novin v jiných formách než tištěných","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"58131","Vydávání tištěných časopisů","Vydávání tištěných časopisů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"58132","Vydávání časopisů v jiných formách než tištěných","Vydávání časopisů v jiných formách než tištěných","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"58139","Vydávání ostatních periodik","Vydávání ostatních periodik","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"58190","Ostatní vydavatelské činnosti, kromě vydávání softwaru","Ostatní vydavatelské činnosti, kromě vydávání softwaru","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"58210","Vydávání videoher","Vydávání videoher","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"58290","Ostatní vydávání softwaru","Ostatní vydávání softwaru","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"59110","Produkce filmů, videozáznamů a televizních pořadů","Produkce filmů, videozáznamů a televizních pořadů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"59120","Postprodukce filmů, videozáznamů a televizních pořadů","Postprodukce filmů, videozáznamů a televizních pořadů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"59130","Distribuce filmů a videozáznamů","Distribuce filmů a videozáznamů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"59140","Promítání filmů","Promítání filmů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"59200","Pořizování zvukových nahrávek a hudební vydavatelské činnost","Pořizování zvukových nahrávek a hudební vydavatelské činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"60101","Rozhlasové vysílání","Rozhlasové vysílání","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"60102","Distribuce zvukových záznamů","Distribuce zvukových záznamů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"60200","Tvorba televizních programů, televizní vysílání a distribuce","Tvorba televizních programů, televizní vysílání a distribuce videozáznamů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"60310","Činnosti zpravodajských kanceláří a agentur","Činnosti zpravodajských kanceláří a agentur","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"60390","Ostatní činnosti související s distribucí obsahu","Ostatní činnosti související s distribucí obsahu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"61100","Činnosti související s kabelovou, bezdrátovou a satelitní te","Činnosti související s kabelovou, bezdrátovou a satelitní telekomunikační sítí","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"61200","Činnosti v oblasti přeprodeje telekomunikačních služeb a zpr","Činnosti v oblasti přeprodeje telekomunikačních služeb a zprostředkování telekomunikačních činností","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"61900","Ostatní telekomunikační činnosti","Ostatní telekomunikační činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"62101","Programování a vývoj počítačových her, herního softwaru a he","Programování a vývoj počítačových her, herního softwaru a herních nástrojů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"62109","Ostatní počítačové programování","Ostatní počítačové programování","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"62200","Poradenství v oblasti počítačů a správa počítačových systémů","Poradenství v oblasti počítačů a správa počítačových systémů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"62900","Ostatní činnosti v oblasti informačních technologií a počíta","Ostatní činnosti v oblasti informačních technologií a počítačů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"63100","Poskytování počítačové infrastruktury, zpracování dat, hosti","Poskytování počítačové infrastruktury, zpracování dat, hosting a související činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"63910","Činnosti webových vyhledávacích portálů","Činnosti webových vyhledávacích portálů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"63920","Ostatní informační činnosti","Ostatní informační činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"64110","Centrální bankovnictví","Centrální bankovnictví","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"64190","Ostatní peněžní zprostředkování","Ostatní peněžní zprostředkování","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"64210","Činnosti holdingových společností","Činnosti holdingových společností","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"64220","Činnosti účelových finančních společností","Činnosti účelových finančních společností","2025-01-01","9999-09-09"
