"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo"
"CS","CZ-NACE_2025_U5",6105,"95290","Opravy a údržba výrobků pro osobní potřebu a převážně pro do","Opravy a údržba výrobků pro osobní potřebu a převážně pro domácnost j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"95310","Opravy a údržba motorových vozidel","Opravy a údržba motorových vozidel","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"95320","Opravy a údržba motocyklů","Opravy a údržba motocyklů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"95400","Zprostředkování v oblasti oprav a údržby počítačů, výrobků p","Zprostředkování v oblasti oprav a údržby počítačů, výrobků pro osobní potřebu a převážně pro domácnost a motorových vozidel a motocyklů","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"96101","Praní a čištění textilních a kožešinových výrobků pro oblast","Praní a čištění textilních a kožešinových výrobků pro oblast zdravotnictví","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"96102","Praní a čištění textilních a kožešinových výrobků pro oblast","Praní a čištění textilních a kožešinových výrobků pro oblast ubytování a stravování","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"96103","Praní a čištění textilních a kožešinových výrobků pro jiné o","Praní a čištění textilních a kožešinových výrobků pro jiné oblasti podnikání","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"96104","Praní a čištění textilních a kožešinových výrobků pro veřejn","Praní a čištění textilních a kožešinových výrobků pro veřejnost","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"96210","Kadeřnické a holičské činnosti","Kadeřnické a holičské činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"96220","Kosmetické a podobné činnosti","Kosmetické a podobné činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"96230","Činnosti denních lázní, saun a parních lázní","Činnosti denních lázní, saun a parních lázní","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"96300","Pohřební a související činnosti","Pohřební a související činnosti","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"96400","Zprostředkování v oblasti osobních služeb","Zprostředkování v oblasti osobních služeb","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"96910","Poskytování osobních služeb v domácnostech","Poskytování osobních služeb v domácnostech","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"96990","Poskytování ostatních osobních služeb j. n.","Poskytování ostatních osobních služeb j. n.","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"97000","Činnosti domácností jako zaměstnavatelů domácího personálu","Činnosti domácností jako zaměstnavatelů domácího personálu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"98100","Činnosti domácností produkujících blíže neurčené výrobky pro","Činnosti domácností produkujících blíže neurčené výrobky pro vlastní potřebu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"98200","Činnosti domácností poskytujících blíže neurčené služby pro","Činnosti domácností poskytujících blíže neurčené služby pro vlastní potřebu","2025-01-01","9999-09-09"
"CS","CZ-NACE_2025_U5",6105,"99000","Činnosti exteritoriálních organizací a institucí","Činnosti exteritoriálních organizací a institucí","2025-01-01","9999-09-09"
